public_product_id,marketplace,brand_group,category_group,subcategory_group,product_group,fulfillment_type,listing_price_band,inventory_band,margin_band_public,profitability_band_public,sales_index,units_index,fee_pct_of_gross,refund_pct_of_gross,promotion_pct_of_gross,net_to_gross_pct,margin_index,estimated_profitability_index,margin_risk_score,margin_risk_band,revenue_quality_score,revenue_quality_band,recommended_action,action_priority,action_reason
P0230,Website,Counterpain,Health & Wellness,Pain Relief Balm,Pain Relief,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,19.8,19.2,5.4,2.9,3.9,104.4,25.2,69.4,2.8,Low Risk,95.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0840,Flipkart,SHIVAMAX,Home & Kitchen,Adhesive Hooks,Adhesive Hooks,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,19.7,38.2,16.7,7.7,4.2,88.9,20.5,60.2,6.9,Low Risk,82.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1112,Flipkart,Vaseline,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,<500,Very Low / 1-2,Unmapped,Unmapped,19.7,37.8,15.9,3.5,4.3,93.5,21.8,63.1,6.5,Low Risk,86.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0543,JioMart,Ora2,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,19.7,19.2,11.4,5.0,4.0,93.3,22.8,64.0,5.1,Low Risk,86.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0780,JioMart,Senka,Skin Care,Face Cleanser / Face Wash,Face Cleanser,Merchant Fulfilled,500-999,Very Low / 1-2,Unmapped,Unmapped,19.7,19.2,11.4,7.1,4.4,92.3,22.0,63.0,5.3,Low Risk,84.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0024,Flipkart,AR,Skin Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,19.6,37.6,16.2,5.0,3.7,91.8,21.3,62.1,6.6,Low Risk,84.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0747,JioMart,Rexona,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,19.6,24.1,11.6,7.7,4.2,92.7,21.8,63.0,5.3,Low Risk,85.8,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0342,JioMart,Fino,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,19.6,19.2,11.1,4.0,5.5,93.5,22.6,64.0,4.8,Low Risk,90.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0543,Website,Ora2,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,19.6,19.2,5.7,5.1,4.1,100.3,24.2,68.1,3.2,Low Risk,91.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0546,Website,Ora2,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,19.5,19.0,5.1,1.8,4.0,105.0,25.2,69.5,2.5,Low Risk,97.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0562,Website,Oral-B,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,19.5,19.0,5.5,4.1,4.6,101.2,24.3,68.4,3.3,Low Risk,90.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1248,Flipkart,Watsons,Skin Care,Lip Care,Lip Care,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,19.4,37.3,15.9,3.0,3.8,93.5,21.7,63.2,6.4,Low Risk,87.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1237,Website,Watsons,Oral Care,Interdental Brush,Interdental Brush,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,19.4,21.0,5.2,3.6,4.6,102.8,24.3,68.9,2.9,Low Risk,94.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0610,JioMart,Pantene,Hair Care,Hair Oil / Serum,Hair Oil & Serum,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,19.4,19.2,11.0,3.6,4.5,95.3,22.8,64.9,4.8,Low Risk,89.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0554,JioMart,Oral-B,Oral Care,Dental Floss,Dental Floss,Merchant Fulfilled,500-999,Low / 3-5,Unmapped,Unmapped,19.3,18.8,11.1,3.3,4.4,95.9,22.8,65.2,4.9,Low Risk,89.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1120,Website,Vaseline,Skin Care,Body Scrub,Body Scrub,Merchant Fulfilled,500-999,Very Low / 1-2,Unmapped,Unmapped,19.2,23.5,5.5,3.0,3.9,103.9,24.4,69.1,2.9,Low Risk,94.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0230,JioMart,Counterpain,Health & Wellness,Pain Relief Balm,Pain Relief,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,19.2,18.8,11.2,4.4,4.5,93.9,22.2,64.0,5.0,Low Risk,87.7,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0813,JioMart,Sensodyne,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,19.2,18.8,11.1,3.2,3.5,95.8,22.9,65.3,4.8,Low Risk,89.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0531,Flipkart,NEXCARE,Skin Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Medium / 6-15,Unmapped,Unmapped,19.1,36.9,15.9,4.9,4.2,91.4,20.8,61.8,6.6,Low Risk,84.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1114,Meesho,Vaseline,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,500-999,Low / 3-5,Unmapped,Unmapped,19.1,27.8,13.6,3.6,3.6,93.9,21.9,63.7,5.6,Low Risk,88.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1150,Meesho,Vaseline,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,19.1,27.8,13.6,3.6,4.0,95.4,21.8,64.2,5.7,Low Risk,88.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0042,Website,Axe,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,19.1,18.6,5.2,4.9,3.6,102.2,24.0,68.6,2.9,Low Risk,92.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0581,Website,Pantene,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Very Low / 1-2,Unmapped,Unmapped,19.1,18.6,5.5,4.5,3.8,101.4,23.9,68.4,3.0,Low Risk,92.7,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1033,Flipkart,Sunsilk,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,19.0,36.7,16.2,5.0,4.0,93.0,20.6,62.3,6.5,Low Risk,86.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0235,Website,Counterpain,Health & Wellness,Pain Relief Balm,Pain Relief,Merchant Fulfilled,500-999,Low / 3-5,Unmapped,Unmapped,19.0,20.6,5.3,4.8,4.8,102.8,23.4,68.4,3.1,Low Risk,92.7,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1043,Website,Sunsilk,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,19.0,19.4,5.4,4.9,3.3,102.4,23.8,68.6,3.0,Low Risk,91.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1131,Website,Vaseline,Skin Care,Sunscreen,Sunscreen,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,19.0,18.4,4.9,3.5,4.3,103.2,24.1,69.0,3.0,Low Risk,92.3,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1099,Flipkart,Tros,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,18.9,36.5,15.7,4.6,3.8,92.0,20.9,62.1,6.4,Low Risk,85.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0763,Flipkart,Sasi,Lip,Lip Care,Lip Care,Merchant Fulfilled,<500,Medium / 6-15,Unmapped,Unmapped,18.9,36.3,16.4,5.7,3.5,90.2,20.4,61.0,6.7,Low Risk,83.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0944,Flipkart,SHIVAMAX,Health & Wellness,Herbal Inhaler,Herbal Inhaler,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,18.9,36.3,16.0,5.4,3.6,92.3,20.5,61.9,6.4,Low Risk,86.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0022,JioMart,Ambi Pur,Home & Kitchen,Air Freshener,Air Freshener,Merchant Fulfilled,500-999,Low / 3-5,Unmapped,Unmapped,18.9,18.8,11.0,3.2,4.4,96.0,22.4,65.1,4.9,Low Risk,89.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0590,Website,Pantene,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,18.9,18.4,5.3,8.1,4.1,98.8,22.6,66.6,3.6,Low Risk,87.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1039,Flipkart,Sunsilk,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,18.8,38.2,15.8,3.6,3.7,93.3,21.0,62.8,6.5,Low Risk,85.8,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0548,JioMart,Oral-B,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,500-999,Medium / 6-15,Unmapped,Unmapped,18.8,19.4,11.3,2.8,3.7,96.1,22.4,65.2,4.9,Low Risk,89.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0260,JioMart,Dove,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Low / 3-5,Unmapped,Unmapped,18.8,18.4,11.3,4.5,4.1,94.7,21.9,64.2,4.9,Low Risk,88.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0562,JioMart,Oral-B,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,18.8,18.4,11.2,2.4,4.2,96.8,22.4,65.5,4.9,Low Risk,90.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0609,JioMart,Pantene,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,18.8,18.4,11.6,4.6,3.9,93.5,21.8,63.7,5.0,Low Risk,87.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0595,Flipkart,Pantene,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,18.7,35.9,15.9,6.1,4.0,91.1,20.1,61.2,6.6,Low Risk,84.7,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1196,Flipkart,Watsons,Oral Care,Dental Floss Picks,Floss Picks,Merchant Fulfilled,<500,Very Low / 1-2,Unmapped,Unmapped,18.7,34.3,16.6,6.3,4.3,90.7,19.8,60.8,6.8,Low Risk,83.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0797,Website,Sensodyne,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,500-999,Low / 3-5,Unmapped,Unmapped,18.7,18.2,5.6,3.4,3.3,103.5,23.9,68.9,3.0,Low Risk,93.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0813,Website,Sensodyne,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,18.7,18.2,5.3,4.0,4.2,102.3,23.5,68.5,2.9,Low Risk,93.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1080,Website,Tresemme,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Medium / 6-15,Unmapped,Unmapped,18.7,18.2,5.1,2.8,3.1,105.1,24.2,69.1,2.6,Low Risk,95.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0705,Flipkart,Protex,Body Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Very Low / 1-2,Unmapped,Unmapped,18.6,40.0,16.5,1.6,4.3,94.7,20.9,63.4,6.6,Low Risk,87.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1044,Website,Sunsilk,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,18.6,18.6,5.2,2.7,4.3,102.9,23.7,68.9,2.8,Low Risk,94.7,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0557,Flipkart,Oral-B,Oral Care,Dental Floss,Dental Floss,Merchant Fulfilled,<500,High / 16-50,Unmapped,Unmapped,18.5,37.6,16.3,4.7,3.7,92.4,20.2,61.9,6.6,Low Risk,84.7,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0308,Flipkart,Dove,Hair Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,18.5,35.5,16.2,5.7,4.0,91.4,19.9,61.3,6.7,Low Risk,83.7,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0488,JioMart,Listerine,Oral Care,Mouthwash,Mouthwash,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,18.5,18.2,11.2,2.3,4.9,94.1,22.0,64.2,4.8,Low Risk,89.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0029,JioMart,Axe,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,500-999,Very Low / 1-2,Unmapped,Unmapped,18.5,18.0,10.7,0.0,3.2,99.8,23.1,67.4,4.2,Low Risk,94.8,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0172,Website,Colgate,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,500-999,Very Low / 1-2,Unmapped,Unmapped,18.5,18.0,5.4,3.1,4.2,101.7,23.5,68.4,2.8,Low Risk,94.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0610,Website,Pantene,Hair Care,Hair Oil / Serum,Hair Oil & Serum,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,18.5,18.0,4.8,2.7,3.6,104.1,23.9,69.0,2.6,Low Risk,95.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0233,Flipkart,Counterpain,Health & Wellness,Pain Relief Balm,Pain Relief,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,18.4,39.4,16.3,5.8,4.2,90.8,19.7,60.9,6.9,Low Risk,82.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0566,Website,Pantene,Hair Care,Shampoo,Shampoo,Merchant Fulfilled,500-999,Very Low / 1-2,Unmapped,Unmapped,18.4,18.8,5.2,0.6,4.2,105.3,24.0,69.1,2.6,Low Risk,96.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0029,Website,Axe,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,500-999,Very Low / 1-2,Unmapped,Unmapped,18.4,18.0,5.3,5.0,3.6,101.0,22.9,67.8,2.9,Low Risk,93.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0605,Website,Pantene,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,18.4,18.0,5.2,2.8,3.5,104.4,23.7,68.9,2.7,Low Risk,95.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0218,JioMart,Colgate,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,18.3,21.2,11.4,5.0,4.2,94.3,21.1,63.7,5.2,Low Risk,87.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0565,Website,Pair,Skin Care,General / Uncategorized,General Product,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,18.3,19.0,5.3,2.6,3.4,105.4,23.6,68.8,2.6,Low Risk,96.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0602,JioMart,Pantene,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,18.3,18.0,11.0,4.3,3.8,94.9,21.5,64.2,4.9,Low Risk,88.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0565,JioMart,Pair,Skin Care,General / Uncategorized,General Product,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,18.2,19.0,11.0,0.9,4.3,97.7,22.2,66.0,4.6,Low Risk,92.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0246,Meesho,Dove,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,500-999,Medium / 6-15,Unmapped,Unmapped,18.1,24.1,13.8,4.2,3.6,93.6,20.6,63.0,5.7,Low Risk,87.8,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0264,Website,Dove,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,500-999,High / 16-50,Unmapped,Unmapped,18.0,22.4,5.3,5.6,4.0,102.4,22.3,67.8,3.1,Low Risk,91.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0744,JioMart,Rexona,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,18.0,22.0,11.4,5.2,3.7,94.1,20.8,63.5,5.1,Low Risk,86.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0343,Website,Fino,Hair Care,Hair Oil / Serum,Hair Oil & Serum,Merchant Fulfilled,1000-1499,Out of Stock / 0,Unmapped,Unmapped,18.0,18.6,5.5,5.1,4.3,100.8,22.2,67.4,3.2,Low Risk,91.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1162,Website,Vita Keratin,Hair Care,General / Uncategorized,General Product,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,18.0,18.4,5.6,5.7,4.3,99.1,22.1,66.8,3.2,Low Risk,91.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1156,JioMart,Vaseline,Body Care,Body Lotion,Body Lotion,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,18.0,17.8,11.2,5.1,4.2,93.5,20.8,63.2,4.9,Low Risk,88.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0590,JioMart,Pantene,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,18.0,17.6,10.8,7.0,3.5,92.9,20.5,62.8,4.9,Low Risk,87.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0795,Website,Senka,Skin Care,Face Cleanser / Face Wash,Face Cleanser,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,18.0,17.3,4.9,3.8,3.4,103.2,23.0,68.6,2.8,Low Risk,93.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0906,Website,SHIVAMAX,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,18.0,17.3,5.1,3.0,4.4,103.1,22.8,68.5,2.9,Low Risk,94.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0170,Flipkart,Colgate,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,<500,Low / 3-5,Unmapped,Unmapped,17.9,34.5,15.9,3.9,3.9,93.0,19.9,62.2,6.5,Low Risk,85.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1114,Website,Vaseline,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,500-999,Low / 3-5,Unmapped,Unmapped,17.9,25.1,4.9,1.9,4.7,105.2,23.1,68.7,2.7,Low Risk,95.4,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0753,JioMart,Rexona,Body Care,Deodorant / Body Spray,Deodorant & Body Spray,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,17.9,22.2,11.4,4.7,4.4,94.6,20.7,63.6,5.1,Low Risk,87.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0617,JioMart,Pantene,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,17.9,17.6,11.7,3.7,3.5,94.0,21.1,63.7,5.0,Low Risk,88.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0553,Website,Oral-B,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,500-999,Medium / 6-15,Unmapped,Unmapped,17.9,17.3,5.3,6.0,3.0,102.5,22.2,67.9,2.8,Low Risk,93.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1048,Website,Sunsilk,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,17.9,17.3,5.3,5.7,4.3,101.5,22.0,67.5,3.2,Low Risk,90.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0770,Flipkart,Sasi,Skin Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Medium / 6-15,Unmapped,Unmapped,17.8,38.2,15.8,2.0,3.4,96.1,20.3,63.8,6.2,Low Risk,89.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0278,Meesho,Dove,Hair Care,Shampoo,Shampoo,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,17.8,36.3,13.8,2.5,3.4,96.7,20.7,64.4,5.6,Low Risk,89.7,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0595,Meesho,Pantene,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,17.8,35.9,14.0,2.9,4.7,95.8,20.3,63.8,5.9,Low Risk,88.7,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1237,JioMart,Watsons,Oral Care,Interdental Brush,Interdental Brush,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,17.8,19.4,11.0,2.3,3.7,96.0,21.4,64.9,4.8,Low Risk,89.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0868,Flipkart,SHIVAMAX,Home & Kitchen,General / Uncategorized,General Product,Merchant Fulfilled,<500,Medium / 6-15,Unmapped,Unmapped,17.7,40.0,16.5,6.6,4.1,89.8,18.7,60.0,6.9,Low Risk,81.7,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0253,Flipkart,Dove,Hair Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,17.7,33.9,15.9,5.8,3.2,90.8,19.3,60.9,6.5,Low Risk,83.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0218,Website,Colgate,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,17.7,20.2,5.2,5.4,3.9,101.5,22.0,67.5,2.9,Low Risk,92.5,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1042,JioMart,Sunsilk,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,17.7,17.6,11.5,6.0,3.9,93.0,20.2,62.7,5.1,Low Risk,86.9,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1038,Flipkart,Sunsilk,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,17.6,42.2,16.5,5.2,4.1,93.1,19.0,61.6,6.8,Low Risk,85.6,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0566,JioMart,Pantene,Hair Care,Shampoo,Shampoo,Merchant Fulfilled,500-999,Very Low / 1-2,Unmapped,Unmapped,17.6,18.2,11.0,4.9,3.6,95.0,20.5,63.8,4.8,Low Risk,88.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0257,Flipkart,Dove,Hair Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Low / 3-5,Unmapped,Unmapped,17.5,37.3,16.4,4.0,4.3,92.0,19.1,61.3,6.7,Low Risk,85.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0259,Flipkart,Dove,Hair Care,General / Uncategorized,General Product,Merchant Fulfilled,<500,Very High / 51+,Unmapped,Unmapped,17.5,35.5,15.9,3.3,3.3,94.0,19.7,62.6,6.4,Low Risk,86.2,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1120,JioMart,Vaseline,Skin Care,Body Scrub,Body Scrub,Merchant Fulfilled,500-999,Very Low / 1-2,Unmapped,Unmapped,17.4,21.4,11.5,2.6,4.0,96.5,20.6,64.6,4.9,Low Risk,90.7,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0548,Website,Oral-B,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,500-999,Medium / 6-15,Unmapped,Unmapped,17.4,17.8,5.2,3.3,3.3,104.5,22.4,68.3,2.9,Low Risk,94.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0605,JioMart,Pantene,Hair Care,Conditioner / Treatment / Mask,Hair Conditioner & Treatment,Merchant Fulfilled,500-999,Out of Stock / 0,Unmapped,Unmapped,17.4,17.1,11.8,7.1,4.1,91.3,19.4,61.5,5.2,Low Risk,86.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P1109,JioMart,Vaseline,Body Care,Body Wash,Body Wash,Merchant Fulfilled,500-999,Very Low / 1-2,Unmapped,Unmapped,17.4,17.1,11.9,8.6,4.3,91.4,19.0,61.2,5.4,Low Risk,86.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0262,Flipkart,Dove,Hair Care,Hair Oil / Serum,Hair Oil & Serum,Merchant Fulfilled,<500,Out of Stock / 0,Unmapped,Unmapped,17.3,33.3,16.0,2.3,4.6,92.6,19.4,61.9,6.5,Low Risk,86.0,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
P0156,JioMart,Colgate,Oral Care,Toothpaste,Toothpaste,Merchant Fulfilled,500-999,Very High / 51+,Unmapped,Unmapped,17.3,19.0,11.1,0.0,4.2,97.6,21.3,65.7,4.5,Low Risk,93.1,Strong,Monitor,Low,No action threshold triggered; continue monitoring.
